Work center1,Order,Material,Sales Order,Order Type,Description,MRP controller,Target quantity,Confirm.yield1,Balance1,Stor. Location,Bas. start date,Basic fin. date,System Status
,381002675,0310103400,,LA,HSG SET LEFT & RIGHT 9781 RIO - WHITE,M50,"1,605.000",0.000,0.000,,05/10/2022,05/11/2022,
,381002790,0310103700,,LA,HSG SET LEFT & RIGHT 9781 JOY - BLACK,M50,"2,205.000",0.000,0.000,,05/10/2022,05/11/2022,
,381008844,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"10,857.000",0.000,0.000,,05/10/2022,05/11/2022,
,381034972,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381037285,3010442800,,LA,VALVE LEVER N.C.,M50,"21,718.000",0.000,0.000,,05/10/2022,05/11/2022,
,381037710,3010811900,,LA,BLOCK SHAFT N.C,M50,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
,381018404,3010907401,,LA,FILTER MINI N.C.,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381028433,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381003092,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381009892,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381018849,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381028844,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381010538,3011229700,,LA,CHASSIS BLACK 9205,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381019279,3011230000,,LA,VALVE TOP V2 N.C,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381029627,3011230100,,LA,BLOCK SHAFT N.C,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381019708,3011230200,,LA,MAGNET HOLDER N.C,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381020128,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381020561,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381030562,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381011680,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381020962,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"2,220.000",0.000,0.000,,05/10/2022,05/11/2022,
,381012694,3011276000,,LA,VALVE TOP N.C,M50,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
,381030975,3011352901,,LA,F-CONNECTOR N.C.,M49,"10,859.000",0.000,0.000,,05/10/2022,05/11/2022,
,381038953,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"10,859.000",0.000,0.000,,05/10/2022,05/11/2022,
,381031401,3011394100,,LA,FILTER N.C.,M49,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
,381036435,3011411101,,LA,NEW RINSING TOOL N.C,M50,"10,859.000",0.000,0.000,,05/10/2022,05/11/2022,
,381033102,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381021722,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381022164,3011517303,,LA,Back Housing ECR L,M50,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
B04ME109,381047772,3011521200,,LA,9781 SUPPORT BEAM NCS S 9000-N,M50,"25,780.000",0.000,"25,780.000",,05/10/2022,05/12/2022,
,381033839,3011521300,,LA,THERMOBLOCK SUPPORT NCS S 9000-N,M50,"14,982.000",0.000,0.000,,05/10/2022,05/11/2022,
,381013186,3011521400,,LA,CHASSIS BLACK GRIVORY,M50,"6,420.000",0.000,0.000,,05/10/2022,05/11/2022,
,381013492,3011521500,,LA,ROCKER LEVER V2 BLACK 9205,M50,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
,381022459,3011521700,,LA,VALVE TILT BLACK,M50,"4,323.000",0.000,0.000,,05/10/2022,05/11/2022,
,381022743,3011521800,,LA,CLAMP HANDLE BLACK RAL 9005,M50,723.000,0.000,0.000,,05/10/2022,05/11/2022,
,381014031,3011522000,,LA,Tank lid TRANSPARENT,M49,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
,381023020,3011536900,,LA,CLAMP HANDLE white,M50,"2,205.000",0.000,0.000,,05/10/2022,05/11/2022,
,381014581,3011553200,,LA,Thermoblock pillar 9781 ARIEL,M50,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
,381014859,3011622800,,LA,TOP DRIP TRAY BLACKPANTONE 19-4006TPX,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381014959,3011623100,,LA,WATER TANK LID BLACK PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023232,3011623200,,LA,FLOAT TOP TRANSPARENT,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023332,3011623300,,LA,FLOAT COVER TRANSPARENT,M49,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015159,3011623400,,LA,FILTER BASE OUTER BLACK PANTONE 19-4006T,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015259,3011623500,,LA,FILTER BASE INNER BLACK PANTONE 19-4006T,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023420,3011623700,,LA,CERAMIC WIDE PREFLUSH PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015359,3011623800,,LA,FILTER HOLDER BLACK  PANTONE 19-4006TPX,M49,200.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015459,3011623900,,LA,SEALING SUPPORT  BLACK PT19-4006TPX,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015559,3011624000,,LA,SEALING SUPPORT  CLIP BLACK PT 19-4006TP,M49,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015669,3011624100,,LA,GEAR RACK BLACK PANTONE 19-4006TPX,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023526,3011624200,,LA,FRAME FRONT NATURAL,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023626,3011624300,,LA,CARRIAGE BODY BLACK PANTONE 19-4006TPX,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023726,3011624600,,LA,CARRIAGE LID BLACK PANTONE 19-4006TPX,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023826,3011624700,,LA,SPUR GEAR M07 20T BLACK,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381023926,3011624800,,LA,SPUR GEAR M07 11T BLACK,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024022,3011624900,,LA,WORM WHEEL BLACK,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024125,3011625100,,LA,PUMP SUPPORT BLACK PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024223,3011625400,,LA,Sensor cover - Spout,M49,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015759,3011625500,,LA,HEAD TOP SPOUT BLACK PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015868,3011625600,,LA,HOSE HOLDER SPOUT BLACK PANTONE 19-4006T,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015968,3011625800,,LA,CONNECTOR FOR SPOUT BLACK PT 19-4006TPX,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024325,3011625900,,LA,THERMOBOCK SHIELD BLACK PANTONE 19-4006T,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024425,3011626000,,LA,THERMOBOCK SHIELDLOCK BLACK PT 19-4006TP,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024525,3011626100,,LA,HOUSING FOR NTC PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381016067,3011626200,,LA,SURPPORT FOR POWER PCB BLACK PT 19-4006T,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381004591,3011626300,,LA,POWER CORD CLAMP,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381016168,3011626400,,LA,DIFFUSER PART,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024626,3011642800,,LA,WORM  BLACK,M50,132.000,0.000,0.000,,05/10/2022,05/11/2022,
,381024735,3011645900,,LA,CLAMP PLATE BLACK V3 SOLVAY 1150L,M50,"4,575.000",0.000,0.000,,05/10/2022,05/11/2022,
,381025152,3011646000,,LA,LEVER TOP BLACK SOLVAY 1150L,M50,"11,184.000",0.000,0.000,,05/10/2022,05/11/2022,
,381016356,3011646300,,LA,LEVER BOTTOM BLACK SOLVAY FC1150L,M50,"22,368.000",0.000,0.000,,05/10/2022,05/11/2022,
,381016793,3011646400,,LA,ROCKER LEVER BLACK SOLVAY 1150L,M50,"4,575.000",0.000,0.000,,05/10/2022,05/11/2022,
,381025600,3011650000,,LA,CLAMP PLATE BLACK 9781 FC1150L,M50,"6,420.000",0.000,0.000,,05/10/2022,05/11/2022,
,381017101,3011669400,,LA,CAPSULE HOLDER 9781 GRILON,M49,"13,234.000",0.000,0.000,,05/10/2022,05/11/2022,
,381017407,3011675500,,LA,9781 Light Guide A Transparent SMMA NAS2,M50,"6,612.000",0.000,0.000,,05/10/2022,05/11/2022,
,381001774,7070223900,,VP,9770KRUPS WE230V GREY&BLK(KP123B10)LIGHT,M47,"2,220.000",0.000,0.000,,05/10/2022,05/11/2022,
,381001636,7070276100,,VP,9781 DL EU 230V BLACK&NESC RED EDG210.B,M47,"2,140.000",0.000,0.000,,05/10/2022,05/11/2022,
,381002483,7070276800,,VP,9781 KRUPS WE 230V WHITE&BORDE KP1A0110,M47,"2,105.000",0.000,0.000,,05/10/2022,05/11/2022,
,381002534,7070277100,,VP,9781 KRUPS EE 230V WHITE&BORDE KP1A0131,M47,34.000,0.000,0.000,,05/10/2022,05/11/2022,
BW01-NE3,1961314,7070289501,1300085503,ZP01,9603.15 MELITTA EU BLACK,M47,68.000,0.000,68.000,WA99,05/10/2022,05/12/2022,CRTD MSPT PRC  CSER SETC
,381002001,7070296300,,VP,9781 KRUPS WE 230V BLACK&ANTH KP1A3B10,M47,"2,140.000",0.000,0.000,,05/10/2022,05/11/2022,
,381002401,7070296400,,VP,9781 DL NO 230V WHITE&BLACK EDG110.WB,M47,"2,140.000",0.000,0.000,,05/10/2022,05/11/2022,
BW01-NE3,1961506,7070308900,1300085125,ZP01,9603.15 MELITTA EU COLD GREY,M47,60.000,0.000,60.000,WA99,05/10/2022,05/12/2022,CRTD MSPT PRC  CSER SETC
BW01-IHL,381048665,8090591504,,LA,MASTER CTN LABEL CN EDG155.BG NEW,M47,"1,016.000",0.000,"1,016.000",,05/10/2022,05/11/2022,
,381017703,8090704103,,LA,MASTER CTN LABEL WEU KP123B10 BATAM,M47,"1,110.000",0.000,0.000,,05/10/2022,05/11/2022,
,381025945,8090802901,,LA,MASTER CTN LBL KRUPS WE KP1A0810 NEW,M47,"4,615.000",0.000,0.000,,05/10/2022,05/10/2022,
,381025954,8090803501,,LA,MASTER CTN LABEL KRUPS WHITE KP1A0110,M47,"1,700.000",0.000,0.000,,05/10/2022,05/10/2022,
,381026091,8090811501,,LA,MASTER CTN LABEL WHITE KP1A0131 NEW,M47,743.000,0.000,0.000,,05/10/2022,05/10/2022,
,381026103,8090816402,,LA,MSTR CTN LBL DL EDG210.W UKCA 56132C0431,M47,376.000,0.000,0.000,,05/10/2022,05/11/2022,
,381018034,8090851100,,LA,MASTER CTN LBL KRUPS WE KP1A3B10,M47,"1,684.000",0.000,0.000,,05/10/2022,05/10/2022,
,381018242,8090852500,,LA,MASTER CTN LBL DL EDG110.WB 0132180869,M47,151.000,0.000,0.000,,05/10/2022,05/11/2022,
,381004769,9110245401,,LA,ASS'Y FLOWMETER,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381006324,9110245600,,LA,ASS'Y WATER TANK,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381006828,9110261400,,LA,ASS'Y CAPSULE HOLDER RAL9005 BK,M49,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381003533,9110481900,,LA,9770 ASS'Y THERMOBLOCK 230V 1400W,M47,"2,220.000",0.000,0.000,,05/10/2022,05/10/2022,
,381005728,9110486800,,LA,ASS'Y THERMOBLOCK 230V,M47,"8,559.000",0.000,0.000,,05/10/2022,05/10/2022,
,381006039,9110487100,,LA,ASS'Y HEAD 9781 BATAM,M47,"8,559.000",0.000,0.000,,05/10/2022,05/10/2022,
,381007537,9110487500,,LA,ASS'Y WATER TANK ARIEL,M49,"6,419.000",0.000,0.000,,05/10/2022,05/11/2022,
,381003952,9110574700,,LA,9770 ASS'Y HEAD W VLV TILT BLK CEN WEU,M47,"2,220.000",0.000,0.000,,05/10/2022,05/10/2022,
,381007925,9110578100,,LA,ASS'Y WATER TANK,M49,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381009486,9110578200,,LA,ASS'Y FLOAT,M49,128.000,0.000,0.000,,05/10/2022,05/11/2022,
BW05-SAH,1963909,9110578500,,ZP01,ASS'Y DRIVE TRAIN,M47,128.000,0.000,128.000,WA00,05/10/2022,05/11/2022,CRTD MSPT PRC  BCRQ SETC
,381009587,9110592900,,LA,PULP TRAY TOP & BOTTOM SET JOY,M47,"4,813.000",0.000,0.000,,05/10/2022,05/11/2022,
,381010307,9110599600,,LA,PULP TRAY TOP & BOTTOM SET RIO,M47,543.000,0.000,0.000,,05/10/2022,05/11/2022,
,381010957,9110600000,,LA,PULP TRAY TOP*BOTTOM  9770 LIGHT SET PRO,M47,"4,439.000",0.000,0.000,,05/10/2022,05/11/2022,
BW03-SA,381043072,9110606200,,LA,CERAMIC WIDE PREFLUSH BLACK MACHINING,M49,128.000,0.000,128.000,,05/10/2022,05/11/2022,
,381044122,9110607700,,LA,Assy Bottom Housing Black with Magnet,M49,384.000,0.000,0.000,,05/10/2022,05/12/2022,
,381008315,9110607900,,LA,Assy Power PCBA & Power Cord EU Black,M47,128.000,0.000,0.000,,05/10/2022,05/10/2022,
,381012195,9170447501,,LA,FRAME BLACK PRINTED SILVER KRUPS NEW LOG,M50,"8,878.000",0.000,0.000,,05/10/2022,05/11/2022,
,381013761,9170537100,,LA,VALVE TILT PART BLACK PRINTED,M49,"6,484.000",0.000,0.000,,05/10/2022,05/11/2022,
,381008507,9170540300,,LA,CLAMP HANDLE WHITE Printed Lagoon,M49,"1,005.000",0.000,0.000,,05/10/2022,05/11/2022,
,381014220,9170544200,,LA,CLAMP HANDLE BLACK Printed Cobalt 2935C,M49,55.000,0.000,0.000,,05/10/2022,05/11/2022,
,381008616,9170557800,,LA,CLAMP HANDLE WHITE Printed Black,M49,601.000,0.000,0.000,,05/10/2022,05/11/2022,
,381015059,9340040900,,LA,HEAD BOTTOM SPOUT&SESOR COVER PT 19-4006,M49,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381026947,9340041000,,LA,MOTOR BRACKET OVERMOLDED BLACK PT19-4006,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381034256,9350008000,,LA,THERMOBLOCK 230V/1400W,M50,"4,440.000",0.000,0.000,,05/10/2022,05/11/2022,
,381027518,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,05/10/2022,05/11/2022,
,381027519,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,05/10/2022,05/11/2022,
,381027520,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,05/10/2022,05/11/2022,
,381027521,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,"1,536.000",0.000,0.000,,05/10/2022,05/11/2022,
,381027522,9350018400,,LA,9781 THERMOBLOCK 230V/1400W ARIEL 9781,M50,275.000,0.000,0.000,,05/10/2022,05/11/2022,
,381028336,9350020500,,LA,THERMOBLOCK,M50,128.000,0.000,0.000,,05/10/2022,05/11/2022,
,381002583,0310103100,,LA,HSG SET LEFT & RIGHT 9781 JOY - WHITE,M50,"2,829.000",0.000,0.000,,05/11/2022,05/12/2022,
,381002676,0310103400,,LA,HSG SET LEFT & RIGHT 9781 RIO - WHITE,M50,"3,171.000",0.000,0.000,,05/11/2022,05/12/2022,
,381002791,0310103700,,LA,HSG SET LEFT & RIGHT 9781 JOY - BLACK,M50,"4,410.000",0.000,0.000,,05/11/2022,05/12/2022,
,381008845,0310103800,,LA,EXCENTRIC SET LEFT& RIGHT BLACK FC1150L,M50,"21,813.000",0.000,0.000,,05/11/2022,05/12/2022,
,381034973,3010018600,,LA,HANDLE FOR PACKING (NEW) N.C,M50,"10,619.000",0.000,0.000,,05/11/2022,05/12/2022,
,381037286,3010442800,,LA,VALVE LEVER N.C.,M50,"47,080.000",0.000,0.000,,05/11/2022,05/12/2022,
,381037711,3010811900,,LA,BLOCK SHAFT N.C,M50,"10,000.000",0.000,0.000,,05/11/2022,05/12/2022,
,381037712,3010811900,,LA,BLOCK SHAFT N.C,M50,"2,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381018405,3010907401,,LA,FILTER MINI N.C.,M49,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381028434,3011199100,,LA,SPRING SUPPORT TOP 3,M50,"10,619.000",0.000,0.000,,05/11/2022,05/12/2022,
,381003093,3011228500,,LA,SHUTTER GUIDE BLK NCS S 9000-N,M50,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381009893,3011228600,,LA,FIXATION PUMP NCS S 9000 N,M50,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381018850,3011229000,,LA,HMI MAIN PART BLACK NCS S9000-N,M50,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381028845,3011229500,,LA,HARD BUTTON GLOSSY RAL 9005 BLACK,M50,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381010539,3011229700,,LA,CHASSIS BLACK 9205,M50,"8,892.000",0.000,0.000,,05/11/2022,05/12/2022,
,381019280,3011230000,,LA,VALVE TOP V2 N.C,M50,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381029628,3011230100,,LA,BLOCK SHAFT N.C,M50,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381019709,3011230200,,LA,MAGNET HOLDER N.C,M50,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381020129,3011230300,,LA,WATER CONNECTOR PART N.C,M49,"8,891.000",0.000,0.000,,05/11/2022,05/12/2022,
,381035592,3011231000,,LA,GEAR WHEEL BLACK  PIN,M50,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381029937,3011250400,,LA,SLIDER LEVER BLUE  S2 WIK416,M50,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381037997,3011251100,,LA,DU DISC UPPER BLACK PBT S2,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381038206,3011251301,,LA,DU WASHER BLACK PBT S2,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381011473,3011256900,,LA,HEAD HSG FRONT GLOSSY WHITE WIK392,M50,"1,211.000",0.000,0.000,,05/11/2022,05/12/2022,
,381020562,3011257700,,LA,HMI COVER BACK RAL9005 BLACK,M50,"4,920.000",0.000,0.000,,05/11/2022,05/12/2022,
,381030563,3011257800,,LA,VALVE TILT PART RAL9005 BLACK,M50,"4,440.000",0.000,0.000,,05/11/2022,05/12/2022,
,381011681,3011257900,,LA,CAPSULE HOLDER MAIN PART RAL9005 BK,M49,"4,440.000",0.000,0.000,,05/11/2022,05/12/2022,
,381020963,3011258100,,LA,DRIP GRID BLACK RAL 9005,M50,"8,880.000",0.000,0.000,,05/11/2022,05/12/2022,
,381004481,3011259600,,LA,HEAD HSG FRONT PIANO BLACK WIK329,M50,"2,760.000",0.000,0.000,,05/11/2022,05/12/2022,
,381012471,3011259800,,LA,HMI COVER BACK  NCS S 7502-B ANTHRACITE,M50,"2,760.000",0.000,0.000,,05/11/2022,05/12/2022,
,381012566,3011260400,,LA,HMI COVER BACK NCS S 1580-Y90R RED,M50,"1,211.000",0.000,0.000,,05/11/2022,05/12/2022,
,381012695,3011276000,,LA,VALVE TOP N.C,M50,"12,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381030976,3011352901,,LA,F-CONNECTOR N.C.,M49,"21,812.000",0.000,0.000,,05/11/2022,05/12/2022,
,381038954,3011354300,,LA,PUMP OUTLET FOR D/U PUMP N.C,M49,"21,812.000",0.000,0.000,,05/11/2022,05/12/2022,
,381038411,3011368500,,LA,NOZZLE HOLDER BLACK,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381038618,3011368600,,LA,L-CONNECTOR TAMA,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381031402,3011394100,,LA,FILTER N.C.,M49,"12,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381021521,3011404100,,LA,HSG BACK V2 BLACK NCS S 9000-N IND.E,M50,"1,780.000",0.000,0.000,,05/11/2022,05/12/2022,
,381035800,3011404200,,LA,HSG BOTTOM BLACK NCS S 9000-N,M50,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381031682,3011404400,,LA,DOUBLE CONNECTOR 90,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381036008,3011404800,,LA,SLIDER BLACK PA66 W/O GF,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381031777,3011405100,,LA,SHIGA PROTECTOR WIK 417,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381031885,3011405300,,LA,VALVE LOWER LEVER,M50,"1,780.000",0.000,0.000,,05/11/2022,05/12/2022,
,381031976,3011405400,,LA,VALVE UPPER LEVER,M50,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381032088,3011405500,,LA,Frame support valve,M50,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381036219,3011406300,,LA,HSG CAP TRANSPARENT,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381032901,3011410200,,LA,DU HSG PBT SHIGA WHITE,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381036436,3011411101,,LA,NEW RINSING TOOL N.C,M50,"21,812.000",0.000,0.000,,05/11/2022,05/12/2022,
,381033103,3011415500,,LA,TANK OUTSIDE TRANSPARENT N.C NAS21,M49,"4,440.000",0.000,0.000,,05/11/2022,05/12/2022,
,381021723,3011415600,,LA,TANK INSIDE TRANSPARENT N.C NAS21,M49,"4,440.000",0.000,0.000,,05/11/2022,05/12/2022,
,381033515,3011423400,,LA,DU DISC LOWER Green PBT SHIGA Pelletize,M49,"1,728.000",0.000,0.000,,05/11/2022,05/12/2022,
,381022165,3011517303,,LA,Back Housing ECR L,M50,"12,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381033840,3011521300,,LA,THERMOBLOCK SUPPORT NCS S 9000-N,M50,"6,440.000",0.000,0.000,,05/11/2022,05/12/2022,
,381013187,3011521400,,LA,CHASSIS BLACK GRIVORY,M50,"12,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381013493,3011521500,,LA,ROCKER LEVER V2 BLACK 9205,M50,"12,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381022460,3011521700,,LA,VALVE TILT BLACK,M50,"4,323.000",0.000,0.000,,05/11/2022,05/12/2022,
,381022744,3011521800,,LA,CLAMP HANDLE BLACK RAL 9005,M50,"2,160.000",0.000,0.000,,05/11/2022,05/12/2022,
,381014032,3011522000,,LA,Tank lid TRANSPARENT,M49,"12,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381023021,3011536900,,LA,CLAMP HANDLE white,M50,"2,205.000",0.000,0.000,,05/11/2022,05/12/2022,
,381014582,3011553200,,LA,Thermoblock pillar 9781 ARIEL,M50,"12,921.000",0.000,0.000,,05/11/2022,05/12/2022,
,381038725,3011622500,,LA,UI PANEL TRANSPARENT,M50,884.000,0.000,0.000,,05/11/2022,05/12/2022,
,381036789,3011622600,,LA,COVER FOR TANK LED TRANSPARENT,M50,884.000,0.000,0.000,,05/11/2022,05/12/2022,
,381014860,3011622800,,LA,TOP DRIP TRAY BLACKPANTONE 19-4006TPX,M50,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381014960,3011623100,,LA,WATER TANK LID BLACK PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023233,3011623200,,LA,FLOAT TOP TRANSPARENT,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023333,3011623300,,LA,FLOAT COVER TRANSPARENT,M49,128.000,0.000,0.000,,05/11/2022,05/12/2022,
,381015160,3011623400,,LA,FILTER BASE OUTER BLACK PANTONE 19-4006T,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381015260,3011623500,,LA,FILTER BASE INNER BLACK PANTONE 19-4006T,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023421,3011623700,,LA,CERAMIC WIDE PREFLUSH PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381015460,3011623900,,LA,SEALING SUPPORT  BLACK PT19-4006TPX,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381015560,3011624000,,LA,SEALING SUPPORT  CLIP BLACK PT 19-4006TP,M49,128.000,0.000,0.000,,05/11/2022,05/12/2022,
,381015670,3011624100,,LA,GEAR RACK BLACK PANTONE 19-4006TPX,M50,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023527,3011624200,,LA,FRAME FRONT NATURAL,M50,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023627,3011624300,,LA,CARRIAGE BODY BLACK PANTONE 19-4006TPX,M50,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023727,3011624600,,LA,CARRIAGE LID BLACK PANTONE 19-4006TPX,M50,128.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023827,3011624700,,LA,SPUR GEAR M07 20T BLACK,M50,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381023927,3011624800,,LA,SPUR GEAR M07 11T BLACK,M50,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381024023,3011624900,,LA,WORM WHEEL BLACK,M50,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381024126,3011625100,,LA,PUMP SUPPORT BLACK PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
,381024224,3011625400,,LA,Sensor cover - Spout,M49,128.000,0.000,0.000,,05/11/2022,05/12/2022,
,381015760,3011625500,,LA,HEAD TOP SPOUT BLACK PANTONE 19-4006TPX,M49,132.000,0.000,0.000,,05/11/2022,05/12/2022,
